country_name,country_code,year,year_fct,income_level,sdg_overall,spi_comp,sci_overall,di_score,di_reg_type_2,log_gdppc,log_pop,gini_score,regime_type_4,regime_type_10,elect_dem,lib_dem,part_dem,delib_dem,egal_dem,freefair,accountability,vt_account,hz_account,diag_account,academ_free,freexp_altinfo,population,p1_use,p2_services,p3_products,p4_sources,p5_infra,income_spi,region_spi,weights_spi,goal1,goal2,goal3,goal4,goal5,goal6,goal7,goal8,goal9,goal10,goal11,goal12,goal13,goal14,goal15,goal16,goal17,sci_method,sci_periodicity,sci_source,regime_type_2,elect_dem_ert,regch_event,regch_genuine,dem_ep,dem_ep_pre_yr,dem_ep_start_yr,dem_ep_end_yr,aut_ep,aut_ep_pre_yr,aut_ep_start_yr,aut_ep_end_yr,gdp_pc,income_level_lab
Belgium,BEL,2015,2015,H,77.90800376633172,NA,NA,7.93,1,10.618733852317296,16.238027132606476,27.7,3,9,0.902,0.841,0.65,0.815,0.835,0.975,1.783,1.62,1.604,1.673,0.968,0.977,11274196,80,NA,59.18125,NA,NA,High income,Europe & Central Asia,1,99.441,73.751625,93.19246153846156,95.77166666666666,83.98975,76.3416,71.6235,77.58228571428572,87.35657142857143,99.7185,96.54525,41.81171428571429,60.69966666666667,48.04200000000001,69.2376,88.73427272727274,60.5966,NA,NA,NA,1,0.903,0,0,0,0,NA,NA,0,0,NA,NA,40893.80454,High Income Countries
Benin,BEN,2015,2015,L,48.47594922969189,NA,66.66666667,5.72,1,6.910171227227518,16.174094248026304,47.6,2,6,0.661,0.534,0.435,0.57,0.507,0.67,1.192,1.014,1.195,1.253,0.873,0.863,10575962,70,NA,55.1,35.21666666666667,NA,Lower middle income,Sub-Saharan Africa,1,20.8945,61.001875,37.25578571428571,43.45225,25.00675,48.60700000000001,9.14925,71.67914285714286,20.01066666666667,21.4085,39.6345,96.90666666666668,98.252,59.98999999999999,65.39500000000001,49.3505,56.09675,40,80,80,1,0.656,0,0,1,0,2014,2016,0,0,NA,NA,1002.418869,Low Income Countries
Burkina Faso,BFA,2015,2015,L,50.63202038690476,NA,67.7778,4.7,0,6.445917816925629,16.71200884363783,NA,1,3,0.375,0.31,0.235,0.361,0.264,0.064,1.067,0.985,0.288,1.372,0.881,0.871,18110616,50,NA,66.06250000000001,40.64166666666667,NA,Low income,Sub-Saharan Africa,1,25.905,57.20650000000001,41.93271428571429,12.3805,32.49,45.91220000000001,12.96225,66.3107142857143,14.68857142857143,70.88900000000001,51.0355,96.03714285714288,99.12333333333332,NA,86.5106,48.6623,48.066,40,93.3334,70,0,0.376,-1,-1,0,1,2016,2016,1,0,2014,2015,630.1247508,Low Income Countries
Bangladesh,BGD,2015,2015,LM,59.47192794754265,NA,76.6667,5.73,1,7.1101951624169955,18.867008082571303,NA,1,3,0.28,0.111,0.136,0.137,0.126,0.151,-0.177,0.001,-0.91,0.16,0.235,0.431,156256287,70,NA,68.4375,45.06666666666666,NA,Lower middle income,South Asia,1,60.3845,60.76000000000001,54.48285714285714,54.88625,47.59575,67.2014,41.72825,69.41242857142858,28.88583333333333,82.36449999999999,32.7855,93.674,97.429,66.58983333333335,53.4156,51.20827272727274,48.2188,60,90.0001,80,0,0.271,0,0,0,0,NA,NA,1,0,2011,2024,1224.386477,Lower-Middle Income Countries
Bulgaria,BGR,2015,2015,UM,74.35641365546219,NA,84.44443333,7.14,1,8.864868202402807,15.786530096857753,38.6,2,6,0.67,0.571,0.465,0.545,0.517,0.807,1.156,1.192,1.129,0.964,0.911,0.774,7177991,80,NA,65.4375,68.06666666666666,NA,High income,Europe & Central Asia,1,97.887,66.367375,77.35014285714286,93.2795,65.9735,67.73519999999999,69.25366666666666,75.18157142857142,56.08571428571429,61.241,90.20033333333332,66.30442857142857,83.879,61.90940000000001,93.336,72.8606,65.21459999999999,90,83.3333,80,1,0.669,0,0,0,0,NA,NA,0,0,NA,NA,7078.860323,Upper-Middle Income Countries
Bahrain,BHR,2015,2015,H,58.11691833943835,NA,NA,2.79,0,10.074666220207726,14.13167293867062,NA,0,0,0.139,0.044,0.037,0.053,0.11,0.251,-0.69,0.002,-1.262,-0.817,0.05,0.184,1371853,50,NA,38.537499999999994,NA,NA,High income,Middle East & North Africa,1,NA,59.92428571428572,85.81138461538464,91.56625,44.13625,57.153,70.1695,78.18883333333333,58.81414285714287,NA,50.93733333333333,54.55942857142857,19.9935,52.57180000000001,35.28933333333333,68.9694,43.66933333333333,NA,NA,NA,0,0.134,0,0,0,0,NA,NA,0,0,NA,NA,23734.05511,High Income Countries
Bosnia & Herzegovina,BIH,2015,2015,UM,71.66604828700711,NA,67.7778,4.83,0,8.447255338646512,15.047884796009988,NA,2,5,0.548,0.368,0.323,0.346,0.387,0.543,0.798,0.765,-0.002,1.067,0.725,0.733,3429362,70,NA,59.25,54.883333333333326,NA,Upper middle income,Europe & Central Asia,1,99.7325,64.47725,76.46269230769232,66.2315,38.6395,76.6614,65.9265,61.54485714285714,41.62200000000001,80.7535,81.06425000000002,75.98857142857142,87.86833333333334,73.82866666666666,79.128,73.07079999999999,75.3225,70,63.3334,70,1,0.549,0,0,0,0,NA,NA,0,0,NA,NA,4662.258837,Upper-Middle Income Countries
Belarus,BLR,2015,2015,UM,77.8313530370671,NA,87.77776667,3.62,0,8.694011057316976,16.062696676631802,25.6,1,3,0.25,0.102,0.092,0.094,0.281,0.233,-0.567,-0.123,-1.524,-0.31,0.176,0.294,9461076,60,NA,56.7625,51.208333333333336,NA,Upper middle income,Europe & Central Asia,1,98.8405,65.612875,81.83514285714286,94.71075,73.46825,87.5308,68.61675,62.08885714285714,45.91871428571428,100,91.39325,69.39457142857144,81.67033333333335,NA,91.0896,67.91145454545455,65.2198,90,93.3333,80,0,0.25,0,0,0,0,NA,NA,0,0,NA,NA,5967.06856,Upper-Middle Income Countries
Bolivia,BOL,2015,2015,LM,64.9131601663961,NA,78.8889,5.75,1,8.005037649701274,16.201492603779652,46.7,2,6,0.616,0.376,0.465,0.451,0.42,0.702,0.748,0.94,-0.183,0.802,0.837,0.747,10869732,70,NA,66.84375,33.06666666666666,NA,Lower middle income,Latin America & Caribbean,1,85.963,60.213375,67.44742857142856,86.78166666666668,69.863,66.6084,63.342,68.42728571428572,26.18742857142857,22.9575,57.24475,80.35028571428572,92.59733333333334,NA,66.81179999999999,52.83290909090909,70.98240000000001,60,96.6667,80,1,0.617,0,0,0,0,NA,NA,1,0,2006,2020,2996.012898,Lower-Middle Income Countries
Brazil,BRA,2015,2015,UM,73.11808888464478,NA,72.22223333,6.96,1,9.097865343416556,19.13594042611124,51.9,2,6,0.868,0.779,0.621,0.8,0.612,0.926,1.698,1.597,1.41,1.568,0.889,0.93,204471759,70,NA,73.54375,68.19166666666666,NA,Upper middle income,Latin America & Caribbean,1,86.9915,71.58225,79.62735714285714,88.83533333333332,65.74674999999999,84.1294,87.94825,77.00185714285715,66.43214285714285,15.634,89.3205,80.99828571428573,92.86033333333334,62.74833333333333,61.087,57.24381818181818,74.82039999999999,90,66.6667,60,1,0.863,0,0,0,0,NA,NA,1,0,2015,2021,8936.196618,Upper-Middle Income Countries
Bhutan,BTN,2015,2015,LM,67.05769107142858,NA,68.8889,4.93,0,7.990929281546967,13.49789834766775,NA,2,7,0.58,0.485,0.366,0.491,0.47,0.838,0.891,1.023,1.088,0.582,0.405,0.701,727885,70,NA,61.72500000000001,41.36666666666667,NA,Lower middle income,South Asia,1,92.51,52.10850000000001,69.49292857142856,55.84975,50.35475,68.0438,71.7815,72.2204,34.25433333333334,57.397,85.42,74.13916666666667,86.1705,NA,64.61420000000001,83.43542857142857,55.1308,50,86.6667,70,1,0.572,0,0,0,0,NA,NA,0,0,NA,NA,2954.04082,Lower-Middle Income Countries
Botswana,BWA,2015,2015,UM,60.63056525297619,NA,45.55553333,7.87,1,8.722776084492804,14.567264325477336,54.9,3,8,0.689,0.591,0.443,0.534,0.475,0.832,1.221,1.199,1.272,1.059,0.862,0.782,2120716,60,NA,59.95625,55.666666666666664,NA,Upper middle income,Sub-Saharan Africa,1,58.412,39.707125,47.08585714285714,62.96250000000001,66.46925,68.9616,47.23025,64.077,37.56228571428571,13.662,75.33250000000001,86.86414285714285,87.31133333333332,NA,74.592,68.15320000000001,71.706,30,66.6666,40,1,0.69,0,0,0,0,NA,NA,1,0,2015,2023,6141.203947,Upper-Middle Income Countries
Canada,CAN,2015,2015,H,77.23503558059589,NA,NA,9.08,1,10.68267925762613,17.390742700015092,33.7,3,9,0.816,0.745,0.564,0.708,0.687,0.898,1.519,1.388,1.506,1.384,0.932,0.935,35702908,80,NA,57.16875,NA,NA,High income,North America,1,99.496,65.68562500000002,94.4837142857143,98.36366666666667,80.38525,84.5852,80.3055,80.68585714285713,85.23157142857143,82.205,97.152,50.67971428571429,43.33266666666668,58.22016666666666,55.7052,88.59227272727274,67.8862,NA,NA,NA,1,0.814,0,0,0,0,NA,NA,0,0,NA,NA,43594.1941,High Income Countries
Switzerland,CHE,2015,2015,H,78.17582626488095,NA,NA,9.09,1,11.336265223844547,15.929642856482122,32.3,3,9,0.904,0.861,0.806,0.874,0.837,0.947,1.846,1.435,1.852,1.956,0.922,0.979,8282396,80,NA,66.83125,NA,NA,High income,Europe & Central Asia,1,99.5665,72.28562500000001,96.01274999999998,97.35233333333332,78.04525,80.1926,82.3785,74.8575,95.76942857142856,87.30199999999999,96.759,29.18185714285715,63.19833333333333,NA,59.73819999999999,84.01014285714287,54.1632,NA,NA,NA,1,0.904,0,0,0,0,NA,NA,0,0,NA,NA,83806.4476,High Income Countries
Chile,CHL,2015,2015,H,76.38706359180034,NA,95.55556667,7.84,1,9.505538153101156,16.704178420610607,45.3,3,8,0.892,0.844,0.597,0.82,0.686,0.969,1.849,1.665,1.936,1.638,0.968,0.942,17969356,80,NA,76.44375,66.46666666666667,NA,High income,Latin America & Caribbean,1,99.98,69.11612500000001,87.58492857142856,93.75875,64.84675,90.4518,80.9195,77.25642857142859,59.02685714285714,27.1345,92.55275,75.43928571428572,85.51333333333334,80.70660000000001,49.8002,82.59527272727273,81.89699999999999,90,96.6667,100,1,0.888,0,0,0,0,NA,NA,0,0,NA,NA,13433.9203,High Income Countries
China,CHN,2015,2015,UM,67.55973274078862,NA,70,3.14,0,8.989250409978283,21.045247881693836,38.6,0,0,0.081,0.052,0.041,0.149,0.098,0,-0.986,-1.342,-0.571,-0.866,0.123,0.104,1379860000,70,NA,56.79375,47.49166666666667,NA,Upper middle income,East Asia & Pacific,1,90.093,81.448,79.91569230769231,99.6715,72.092,66.3312,62.57725000000001,74.825,65.55142857142857,34.366,62.895,74.36328571428571,79.094,56.10150000000001,48.6336,55.25300000000001,45.304,70,80,60,0,0.082,0,0,0,0,NA,NA,0,0,NA,NA,8016.445595,Upper-Middle Income Countries
Côte d’Ivoire,CIV,2015,2015,LM,55.01028550420168,NA,58.8889,3.31,0,7.503685666355057,16.960789270936658,41.5,1,4,0.478,0.329,0.31,0.404,0.296,0.467,0.716,0.76,0.074,0.922,0.658,0.696,23226148,60,NA,63.712500000000006,32.71666666666667,NA,Lower middle income,Sub-Saharan Africa,1,37.0315,60.01662499999999,36.8445,18.408,34.6315,53.294,42.65575,72.13885714285715,28.157,45.719,55.65875,94.69257142857144,97.88800000000002,77.8265,72.34200000000001,56.8167,51.0536,50,86.6667,40,0,0.473,0,0,1,0,2010,2017,0,0,NA,NA,1814.718551,Lower-Middle Income Countries
Cameroon,CMR,2015,2015,LM,54.26279097911892,NA,55.55556667,3.66,0,7.254884878628572,16.963894216535987,NA,1,3,0.327,0.154,0.177,0.151,0.204,0.18,0.066,0.168,-0.695,0.365,0.367,0.684,23298376,60,NA,68.43749999999999,37.59166666666667,NA,Lower middle income,Sub-Saharan Africa,1,43.206,62.01837500000001,36.59078571428572,53.26775,53.731,55.49739999999999,46.06325,63.14857142857142,16.893,23.0985,48.54566666666667,96.65728571428568,97.98066666666666,74.69024999999999,63.7206,41.18754545454545,46.17080000000001,40,86.6667,40,0,0.326,0,0,0,0,NA,NA,0,0,NA,NA,1415.000097,Lower-Middle Income Countries
Congo (Kinshasa),COD,2015,2015,L,47.55634831932772,NA,57.77776667,2.11,0,6.148285758959645,18.149456259404996,NA,1,3,0.319,0.128,0.208,0.143,0.184,0.151,0.014,0.136,-0.657,0.32,0.399,0.685,76244532,70,NA,54.71875000000001,21.9,NA,Low income,Sub-Saharan Africa,1,5.629,51.5365,32.83935714285715,36.99733333333333,34.0735,41.575,33.21225,65.74971428571429,11.398,43.0305,35.90925,97.197,99.41966666666669,76.72075000000001,68.7474,34.0847,40.338,50,93.3333,30,0,0.32,0,0,0,0,NA,NA,0,0,NA,NA,467.9145805,Low Income Countries
Congo - Brazzaville,COG,2015,2015,LM,50.71163534080299,NA,50.00003333,2.91,0,7.799487665791632,15.395744763103156,NA,1,3,0.25,0.099,0.128,0.181,0.108,0.126,-0.329,0.032,-0.559,-0.438,0.463,0.37,4856093,70,NA,53.46875,34.24166666666667,NA,Lower middle income,Sub-Saharan Africa,1,30.848,52.97225,43.0585,35.6835,46.0635,51.154,36.86,52.66271428571429,7.305714285714287,19.859,60.01,92.906,91.06966666666666,62.8258,76.87180000000001,51.48055555555556,50.4668,30,80.0001,40,0,0.251,0,0,0,0,NA,NA,0,0,NA,NA,2439.351894,Lower-Middle Income Countries
Colombia,COL,2015,2015,UM,68.86403920295392,NA,84.44443333,6.62,1,8.740099099295483,17.676675269115442,51,2,6,0.684,0.551,0.457,0.567,0.401,0.674,1.243,1.069,1.102,1.278,0.735,0.841,47520667,80,NA,79.11875,50.641666666666666,NA,Upper middle income,Latin America & Caribbean,1,78.9945,66.71600000000001,81.83885714285715,85.5745,70.136,77.53420000000001,75.43625,66.49557142857142,40.12142857142857,16.9015,82.578,87.68257142857144,90.40433333333334,63.0005,62.38200000000001,55.00245454545455,69.89000000000001,90,83.3333,80,1,0.687,0,0,0,0,NA,NA,0,0,NA,NA,6248.514905,Upper-Middle Income Countries
Cape Verde,CPV,2015,2015,LM,64.87171606334842,NA,66.66666667,7.81,1,8.135951122348967,13.170658180807637,42.4,2,7,0.798,0.712,0.485,0.655,0.642,0.857,1.418,1.282,1.398,1.335,0.871,0.895,524740,60,NA,58.675,60.56666666666667,NA,Lower middle income,Sub-Saharan Africa,1,79.523,35.364,74.56992307692308,76.92025,64.03175,56.47350000000001,60.36025,51.443,35.367,41.608,85.022,82.227,97.765,53.42199999999999,62.626,78.8755,67.221,50,80,70,1,0.802,0,0,0,0,NA,NA,0,0,NA,NA,3415.062667,Lower-Middle Income Countries
Costa Rica,CRI,2015,2015,UM,71.22372924624395,NA,84.44443333,7.96,1,9.368600647265016,15.394036583150053,48.4,3,9,0.907,0.856,0.681,0.857,0.82,0.958,1.889,1.663,1.597,1.876,0.922,0.958,4847805,80,NA,74.9375,NA,NA,Upper middle income,Latin America & Caribbean,1,94.225,56.28925,85.14828571428572,79.2055,76.6685,71.4362,85.805,73.06028571428571,49.5612857142857,20.5635,81.2935,80.89171428571429,91.942,57.08866666666668,62.80740000000001,76.58490909090908,68.23240000000001,80,93.3333,80,1,0.905,0,0,0,0,NA,NA,0,0,NA,NA,11714.7106,Upper-Middle Income Countries
Cyprus,CYP,2015,2015,H,71.69482282913165,NA,NA,7.53,1,10.064212085166362,13.964781063373584,34,3,9,0.854,0.742,0.579,0.739,0.743,0.92,1.443,1.4,0.828,1.472,0.948,0.936,1160987,80,NA,53.54375,NA,NA,High income,Europe & Central Asia,1,99.941,62.11375000000001,90.13407142857145,96.352,66.94600000000001,71.8532,72.045,65.00414285714287,70.17314285714286,75.7825,95.16233333333334,47.51171428571429,72.26933333333334,48.14600000000001,72.3064,70.9774,42.094,NA,NA,NA,1,0.851,0,0,0,0,NA,NA,0,0,NA,NA,23487.22852,High Income Countries
Czechia,CZE,2015,2015,H,80.50112423566017,NA,NA,7.94,1,9.794319729941355,16.171262793595115,25.9,3,9,0.86,0.776,0.582,0.734,0.779,0.958,1.59,1.528,1.231,1.512,0.938,0.915,10546059,80,NA,68.11874999999999,NA,NA,High income,Europe & Central Asia,1,99.5395,64.20887499999999,90.71257142857144,93.117,69.742,84.7898,75.15175,80.02342857142857,77.78485714285715,100,94.8425,50.29285714285714,72.90166666666667,NA,91.7198,86.27918181818181,56.91220000000001,NA,NA,NA,1,0.857,0,0,0,0,NA,NA,0,0,NA,NA,17931.59877,High Income Countries
Germany,DEU,2015,2015,H,81.81620380697734,NA,NA,8.64,1,10.643303863510532,18.21840066635147,31.7,3,9,0.89,0.852,0.645,0.86,0.827,0.97,1.956,1.645,2.107,1.824,0.967,0.98,81686611,80,NA,62.89374999999999,NA,NA,High income,Europe & Central Asia,1,99.6025,73.51325000000001,94.09364285714284,97.992,81.34375,85.59200000000001,75.13624999999999,83.68771428571426,91.06328571428573,89.507,96.107,46.35471428571429,68.69133333333333,64.09933333333333,80.22659999999999,90.1200909090909,73.745,NA,NA,NA,1,0.885,0,0,0,0,NA,NA,0,0,NA,NA,41911.01099,High Income Countries
Djibouti,DJI,2015,2015,LM,46.7745930833872,NA,46.66666667,2.9,0,7.773226518733035,13.725583662250086,NA,1,3,0.244,0.115,0.137,0.144,0.16,0.194,-0.265,0.058,-0.8,-0.117,0.282,0.275,913998,20,NA,51.9,18.183333333333337,NA,Lower middle income,Middle East & North Africa,1,47.596,44.05042857142858,44.97715384615385,7.735,17.00675,57.17560000000001,30.08375,51.75933333333333,18.73883333333334,31.7445,75.3645,89.82283333333334,90.768,58.5705,29.814,48.2984,51.6625,40,80,20,0,0.243,0,0,0,0,NA,NA,0,0,NA,NA,2376.125547,Lower-Middle Income Countries
Denmark,DNK,2015,2015,H,83.92684125286479,NA,NA,9.11,1,10.87981945812456,15.553074806989798,28.2,3,9,0.921,0.895,0.711,0.881,0.883,0.965,2.043,1.561,2.306,2.066,0.956,0.988,5683483,80,NA,60.3875,NA,NA,High income,Europe & Central Asia,1,99.0785,76.63974999999999,93.65842857142856,98.77966666666669,84.79974999999999,91.0202,83.94975,83.53600000000002,96.9737142857143,98.0765,97.11375,35.89328571428571,66.03533333333333,76.28399999999999,76.2808,93.66427272727272,74.9726,NA,NA,NA,1,0.923,0,0,0,0,NA,NA,0,0,NA,NA,53094.01336,High Income Countries
Dominican Republic,DOM,2015,2015,UM,69.23483106697225,NA,78.8889,6.67,1,8.827604817063827,16.14587374246157,45.2,2,6,0.581,0.314,0.363,0.415,0.311,0.602,0.764,0.925,-0.752,1.135,0.864,0.76,10281675,80,NA,61,42.141666666666666,NA,Upper middle income,Latin America & Caribbean,1,90.0085,76.25275,64.69685714285716,85.03025000000001,66.78575,67.5968,67.74025,73.84799999999998,39.22066666666667,26.9145,72.7985,82.78442857142859,92.50033333333332,83.05883333333334,72.43679999999999,55.24890909090909,60.07000000000001,60,96.6667,80,1,0.576,0,0,0,0,NA,NA,0,0,NA,NA,6819.932252,Upper-Middle Income Countries
Algeria,DZA,2015,2015,UM,71.31167090654445,NA,53.33336667,3.95,0,8.452133793739366,17.497567290153235,NA,1,3,0.328,0.171,0.12,0.238,0.268,0.278,0.021,0.201,-0.482,0.231,0.323,0.66,39728020,60,NA,56.13750000000001,56.60833333333334,NA,Upper middle income,Middle East & North Africa,1,97.0885,62.28550000000001,79.30192857142858,82.9925,51.3755,53.81600000000001,64.86500000000001,70.49914285714286,35.08757142857143,97.015,67.369,87.46214285714287,84.671,65.12483333333334,71.8074,69.88463636363636,71.65275,50,80.0001,30,0,0.327,0,0,0,0,NA,NA,0,0,NA,NA,4685.059027,Upper-Middle Income Countries
Ecuador,ECU,2015,2015,UM,69.32320952380952,NA,72.22226667,5.87,1,8.695533446837196,16.601263623748906,46,2,5,0.543,0.267,0.37,0.352,0.391,0.71,0.429,0.899,-0.797,0.362,0.696,0.697,16212022,80,NA,70.81875,47.025,NA,Upper middle income,Latin America & Caribbean,1,87.7975,59.4305,76.9452857142857,97.62825,76.49975,73.6968,70.38974999999999,69.12871428571428,39.68428571428571,23.9435,66.66075000000001,85.00514285714287,91.71133333333334,79.27400000000002,53.86559999999999,54.13660000000001,72.6968,80,86.6668,50,1,0.534,0,0,0,0,NA,NA,0,0,NA,NA,5976.159681,Upper-Middle Income Countries
